AREACD,AREANM,SPD V1.0 & Census 2011,SPD V2.0 & Census 2011,SPD V1.0 & Official Estimates 2015,SPD V2.0 & Official Estimates 2015
E07000045,Teignbridge,0.93575912,1.518596,0.16021608,0.7979756
E07000046,Torridge,0.69925904,1.2030264,-0.229382,0.22696744
E07000047,West Devon,-0.5318096,0.27337408,-0.8134596,-0.40158128
E07000048,Christchurch,1.67E-03,0.7605964,-0.06523024,0.40605824
E07000049,East Dorset,0.55250904,1.17935896,0.44830304,0.85150528
E07000050,North Dorset,-1.72287592,-0.94717352,-1.99114728,-1.03743304
E07000051,Purbeck,-1.27365312,-0.3486536,-1.17198992,-0.33065008
E07000052,West Dorset,-0.1982592,0.2264668,0.20804592,0.71704368
E07000053,Weymouth and Portland,-0.18168704,-0.04419416,0.7942792,1.1687076
E07000061,Eastbourne,-1.42276584,-0.85703936,-0.80573856,-0.12492072
E07000062,Hastings,-1.37921864,-0.93957056,-0.34012048,0.20109952
E07000063,Lewes,-1.73206704,-0.9337244,-1.4817316,-0.87871056
E07000064,Rother,-1.17896408,-0.39652048,-1.33982,-0.70521376
E07000065,Wealden,-2.13813248,-1.2640768,-1.95832616,-1.26056704
E07000066,Basildon,0.26682408,0.99165032,0.91172728,1.75918032
E07000067,Braintree,-1.25098584,-0.53901176,-1.05187552,-0.47991488
E07000068,Brentwood,-0.85216232,0.17064984,-0.3502636,0.77205256
E07000069,Castle Point,2.07065024,2.26517136,1.65700384,2.0427708
E07000070,Chelmsford,-0.6454756,-0.0385004,-0.54819912,0.11028856
E07000071,Colchester,0.7483504,1.51981232,0.32445536,1.1964836
E07000072,Epping Forest,0.71619376,1.8873888,0.66071856,2.12589744
E07000073,Harlow,2.38601976,2.88587328,3.32939096,4.07976864
E07000074,Maldon,0.92553832,1.51876552,0.51129208,0.29453488
E07000075,Rochford,-0.42647712,0.1431196,-0.75354696,0.03006672
E07000076,Tendring,2.25197032,2.7080436,2.33172552,2.84963488
E07000077,Uttlesford,-1.94755992,-0.8559596,-2.07333264,-1.31486504
E07000078,Cheltenham,-2.40348392,-1.90578232,-0.91795752,-0.19249704
E07000079,Cotswold,-1.15153048,-0.43821864,-0.03287848,0.69420632
E07000080,Forest of Dean,0.1376264,0.76133768,-0.3397048,0.31794096
E07000081,Gloucester,-0.41154424,0.16106768,0.3441388,1.08211832
E07000082,Stroud,-0.13477688,0.47171904,-0.12690032,0.43969232
E07000083,Tewkesbury,-0.5320772,0.4549504,-1.15456328,-0.45759008
E07000084,Basingstoke and Deane,-0.76901528,0.28844032,0.09295048,0.85772136
E07000085,East Hampshire,0.02975576,0.86430008,0.42616256,1.00476808
E07000086,Eastleigh,-1.91375328,-0.97317072,-1.5599836,-0.9709596
E07000087,Fareham,-0.536292,3.58E-03,-1.08711752,-0.50941208
E07000088,Gosport,-1.4843504,-1.12415576,-1.40873016,-1.0308012
E07000089,Hart,0.18191208,1.07213864,0.26578072,1.01030752
E07000090,Havant,0.15975608,0.38049784,-0.27203136,0.12365064
E07000091,New Forest,-0.2543324,0.40892656,-0.5237316,-0.03485584
E07000092,Rushmoor,-0.01108656,0.83149448,1.52293848,2.17238992
E07000093,Test Valley,-1.19314768,-0.40550528,0.13254688,0.82311616
E07000094,Winchester,-1.65084264,-0.65388736,-0.78213032,-0.2266852
E07000095,Broxbourne,1.71E-03,0.8708564,1.03516008,1.90486088
E07000096,Dacorum,-1.56965624,-0.72186512,-1.40125536,-0.70036336
E07000242,East Hertfordshire,-2.08705248,-0.8268028,-1.94528704,-0.9148764
E07000098,Hertsmere,0.03598888,0.89892136,1.26526728,2.2610148
E07000099,North Hertfordshire,-1.33864088,-0.45061912,-0.9433848,-0.27760904
E07000240,St Albans,-0.92361944,-0.02218048,0.009328,0.95365472
E07000243,Stevenage,-0.08194672,0.6765368,0.78640904,1.49325192
E07000102,Three Rivers,-0.38572096,0.490168,-0.25568864,0.83687848
E07000103,Watford,-1.9525808,-0.43764744,0.55765896,2.29121504
E07000241,Welwyn Hatfield,-0.4342516,0.40313024,-2.60469184,-1.69859512
E07000105,Ashford,-0.14513888,0.7779172,-0.301328,0.442334
E07000106,Canterbury,-0.61609712,-0.08786264,-1.98793488,-1.2452724
E07000107,Dartford,-2.80182816,-1.76983512,-2.8244716,-1.60474336
E07000108,Dover,-2.01371848,-1.51870624,-2.71310984,-1.88999184
E07000109,Gravesham,-1.5068816,-0.79119152,-1.21318168,-0.36651336
E07000110,Maidstone,-1.48662848,-0.6115648,-2.36694448,-1.69776112
E07000111,Sevenoaks,-1.05976864,-0.02019272,-1.85999376,-1.17626192
E07000112,Shepway,-1.70048808,-1.10179776,-2.46978208,-1.85906176
E07000113,Swale,-0.3916516,0.43935656,-0.67969416,-0.01235808
E07000114,Thanet,0.92409048,1.5310092,0.25927936,1.07718288
E07000115,Tonbridge and Malling,-1.41119984,-0.68341544,-2.12865816,-1.37074128
E07000116,Tunbridge Wells,-4.89739152,-4.46974768,-4.35784272,-3.77422768
E07000117,Burnley,2.41675184,2.73469712,3.07836696,3.4134896
E07000118,Chorley,-2.01651816,-1.26172368,-2.2073312,-1.48217656
E07000119,Fylde,-0.16896128,0.55968424,-0.56180648,0.18313032
E07000120,Hyndburn,1.828226,2.14135312,2.42209704,2.83791192
E07000121,Lancaster,2.26688344,2.52935864,-0.11919904,0.28337888
E07000122,Pendle,0.37830344,0.67432816,1.68680848,2.10229608
E07000123,Preston,1.58685328,2.11637496,1.93118288,2.29069656
E07000124,Ribble Valley,-0.77854792,-0.17783376,-0.73597808,-0.21614224
E07000125,Rossendale,0.43305584,0.91553648,0.38798624,1.00277752
E07000126,South Ribble,0.34257312,0.57071072,0.7952504,1.08927416
E07000127,West Lancashire,1.4578308,1.85463248,1.74841672,2.2642848
E07000128,Wyre,0.4885428,1.15676248,-0.19973576,0.20046472
E07000129,Blaby,-0.53069264,-6.82E-03,-0.66953928,-0.14003976
E07000130,Charnwood,0.568814,1.10150512,-1.70484384,-1.09642376
E07000131,Harborough,-1.73807128,-0.82640368,-2.07786392,-1.3977868
E07000132,Hinckley and Bosworth,-0.17358536,0.38371496,-0.40894008,0.20594104
E07000133,Melton,-0.96236304,-0.45736064,-0.2765556,0.13199248
E07000134,North West Leicestershire,-1.12723072,-0.61796552,-1.46184456,-0.86460248
E07000135,Oadby and Wigston,0.36888016,0.8047,0.9557072,1.93577272
E07000136,Boston,1.48521744,1.93944648,3.29556664,3.80257688
E07000137,East Lindsey,2.18766728,2.754232,1.80031472,2.31725976
E07000138,Lincoln,1.4479212,1.57364152,1.53381752,1.93190128
E07000139,North Kesteven,-0.69780824,0.16851328,-0.97822592,-0.25242232
E07000140,South Holland,-0.94528152,-0.327178,-0.3815204,0.22014168
E07000141,South Kesteven,-0.38389096,0.25891712,0.1848692,0.64848208
E07000142,West Lindsey,-0.1559664,0.48851544,-0.55510064,0.0249968
E07000143,Breckland,-2.34498928,-1.71352816,-1.24771184,-0.55211104
E07000144,Broadland,-0.7278212,-0.2901016,-0.40875632,0.0486464
E07000145,Great Yarmouth,1.14230496,1.34543624,2.50134288,2.75188256
E07000146,King's Lynn and West Norfolk,-1.01891472,-0.2777872,0.06357072,0.58008248
E07000147,North Norfolk,-1.77499288,-1.3320328,-2.07921944,-1.716808
E07000148,Norwich,-0.44131856,-0.0567496,0.66939336,1.27253872
E07000149,South Norfolk,-1.95464952,-1.32696832,-1.47774976,-0.80604536
E07000150,Corby,1.23026688,2.09876744,2.00077784,2.75465944
E07000151,Daventry,0.16340584,0.83861104,0.102982,0.66188416
E07000152,East Northamptonshire,-1.59787936,-1.04005072,-1.31927888,-0.59724112
E07000153,Kettering,0.57598288,1.18962288,1.3747056,1.93015872
E07000154,Northampton,1.50932008,2.09478992,3.121432,3.7583048
E07000155,South Northamptonshire,0.58599112,1.43868336,0.1418376,0.91117192
E07000156,Wellingborough,1.65083072,2.07654336,3.33955224,3.68366504
E07000163,Craven,-0.77821296,-0.18047608,-0.29103424,0.2078816
E07000164,Hambleton,-1.80839128,-1.0105452,-2.05342368,-1.52918312
E07000165,Harrogate,-1.5699092,-0.8908652,0.06827328,0.66439088
E07000166,Richmondshire,-1.19465024,1.34090256,-3.78594552,-3.00285656
E07000167,Ryedale,-1.62470288,-1.05582504,-1.1656488,-0.56397496
E07000168,Scarborough,0.61621608,0.92505952,1.08172232,1.35456248
E07000169,Selby,-0.50138408,0.16680848,0.03257288,0.59748024
E07000170,Ashfield,-0.6339908,-0.15130088,-0.47582824,-0.04078528
E07000171,Bassetlaw,-0.77120048,-0.32180608,-0.26123472,0.07962768
E07000172,Broxtowe,-0.54654888,-0.10302592,-1.14598272,-0.62644208
E07000173,Gedling,-0.74121696,-0.18178136,-0.36241576,0.0717928
E07000174,Mansfield,-0.17996288,0.03752416,0.79357336,1.14719024
E07000175,Newark and Sherwood,-0.41039216,0.11635904,-0.24222184,0.284054
E07000176,Rushcliffe,-2.21148392,-1.55638944,-2.6262732,-1.93371424
E07000177,Cherwell,-0.92367552,-0.2030056,-0.1456544,0.57272416
E07000178,Oxford,1.87695024,2.12183848,0.3749984,1.27890512
E07000179,South Oxfordshire,-0.47193072,0.39625496,0.11702032,0.95653944
E07000180,Vale of White Horse,7.94E-03,0.83843024,-1.009924,-0.14589896
E07000181,West Oxfordshire,-0.581796,0.56652576,-0.35723824,0.44415392
E07000187,Mendip,0.144218,0.47950656,0.88647024,1.38054488
E07000188,Sedgemoor,0.18501064,0.5899396,0.41310496,0.97122904
E07000189,South Somerset,-0.22673856,0.3299368,0.50478232,1.05853968
E07000190,Taunton Deane,-0.1967564,0.0827684,0.22101192,0.64970488
E07000191,West Somerset,-0.32761352,0.12919968,1.07199952,1.55567832
E07000192,Cannock Chase,-1.49719888,-1.08596168,-1.19104888,-0.8045872
E07000193,East Staffordshire,-1.39457488,-0.94873352,0.43571184,0.79351944
E07000194,Lichfield,-1.5999364,-0.86951336,-1.26419096,-0.64728448
E07000195,Newcastle-under-Lyme,-1.7017704,-1.46862464,-2.87835016,-2.361368
E07000196,South Staffordshire,-1.908056,-1.42863752,-2.90591192,-2.33368856
E07000197,Stafford,-2.3253788,-1.80149616,-2.19672728,-1.77404744
E07000198,Staffordshire Moorlands,-1.12372048,-0.75958232,-1.08131304,-0.64813392
E07000199,Tamworth,0.1822608,0.49679088,0.98106064,1.23928912
E07000200,Babergh,-0.84613632,-0.37747888,-0.3757216,-0.0717368
E07000201,Forest Heath,-6.84474792,-5.85659768,-6.26776152,-5.29556768
E07000202,Ipswich,-1.88868232,-1.45984528,1.49498528,1.94985248
E07000203,Mid Suffolk,-1.43738824,-0.68726672,-1.37867352,-1.0077084
E07000204,St Edmundsbury,-3.64514272,-2.97636208,-3.0486212,-2.6113772
E07000205,Suffolk Coastal,-1.3277768,-0.57732224,-0.3614496,0.07996672
E07000206,Waveney,0.36788312,0.72674264,0.94197032,1.24907472
E07000207,Elmbridge,-2.68653296,-1.512894,0.29245496,1.3042888
E07000208,Epsom and Ewell,-1.50195736,-0.29506536,-1.180494,-0.08005064
E07000209,Guildford,0.01691168,0.85841544,-1.90854328,-1.24917856
E07000210,Mole Valley,-1.52456808,-0.684978,0.2452848,0.75443648
E07000211,Reigate and Banstead,-2.47019984,-1.51775672,-1.67661344,-0.38251216
E07000212,Runnymede,-2.2188548,-0.80586264,-2.87964112,-1.73096248
E07000213,Spelthorne,-1.14395696,0.3113036,0.54027152,1.6914968
E07000214,Surrey Heath,-1.0438336,0.08450968,-0.0172596,0.84117776
E07000215,Tandridge,-1.65979904,-0.71712568,-1.18384192,-0.30874744
E07000216,Waverley,-1.30424768,-0.86269864,-0.22057336,0.34578112
E07000217,Woking,-1.92826472,-1.0508276,1.30416856,2.34283704
E07000218,North Warwickshire,-0.10449256,0.35604864,0.29942504,0.79761736
E07000219,Nuneaton and Bedworth,0.419634,0.95998464,2.02408192,2.55226848
E07000220,Rugby,-1.50607048,-0.74664,0.48258464,1.3232408
E07000221,Stratford-on-Avon,0.472092,1.3186704,1.80313032,2.57072792
E07000222,Warwick,-2.21085664,-1.26409392,-0.8392708,-0.161794
E07000223,Adur,0.405348,1.1925076,0.55368992,1.14017248
E07000224,Arun,0.0246124,0.68219208,0.71867056,1.42295736
E07000225,Chichester,0.47102656,1.43276448,1.14211464,1.84653264
E07000226,Crawley,-1.13474112,-0.21839264,0.120508,0.79593016
E07000227,Horsham,-1.46228896,-0.71713088,-1.19881064,-0.35917216
E07000228,Mid Sussex,-2.58372656,-1.75375376,-1.95590832,-1.12488072
E07000229,Worthing,-1.36926608,-0.60015288,-0.34974384,0.50271032
E07000234,Bromsgrove,-1.4464368,-0.76807248,-1.35076432,-0.51457688
E07000235,Malvern Hills,-1.01619968,-0.4266324,-0.59579304,0.02218376
E07000236,Redditch,-0.49207968,-0.2222908,0.675926,0.34645928
E07000237,Worcester,-0.47221776,-0.03806904,0.73898624,1.35717672
E07000238,Wychavon,-0.11219048,0.37488032,-0.02633312,0.64713624
E07000239,Wyre Forest,0.79122224,0.95371272,1.10629832,1.53322008
E08000001,Bolton,1.61482152,2.18334744,2.5532368,3.13302728
E08000002,Bury,1.27050688,1.82211176,1.90117304,2.4142556
E08000003,Manchester,-2.13528592,-1.4299372,-0.8199256,0.344414
E08000004,Oldham,0.34291256,0.82170952,1.2938052,1.83274632
E08000005,Rochdale,0.70628584,1.12574928,1.30124416,1.85737296
E08000006,Salford,-0.31667184,0.2270736,0.11660576,0.91786296
E08000007,Stockport,0.65745304,1.0999912,0.57741928,1.0794748
E08000008,Tameside,1.75448192,2.39171272,2.57474336,3.23944936
E08000009,Trafford,-0.68638616,-0.14229096,-0.30417336,0.52501632
E08000010,Wigan,-0.68359504,-0.28592192,-0.6081572,-0.17812448
E08000011,Knowsley,5.03272944,5.147334,4.93483032,5.21194584
E08000012,Liverpool,-0.32434632,-0.03241752,6.69E-04,0.6303648
E08000013,St. Helens,1.35578528,1.70625416,1.32648696,1.7282616
E08000014,Sefton,1.25585304,1.43087768,1.61983432,1.98401944
E08000015,Wirral,0.75351096,1.08248408,1.03334376,1.44443752
E08000016,Barnsley,0.1439316,0.55358296,0.23934584,0.65485816
E08000017,Doncaster,-1.47009608,-1.17194992,-0.75508592,-0.38029872
E08000018,Rotherham,0.41106968,0.67506216,1.29086688,1.69641008
E08000019,Sheffield,-1.7674752,-1.5264756,-1.75463416,-1.35487072
E08000037,Gateshead,-1.35415104,-1.0620636,-0.62130592,-0.08557384
E08000021,Newcastle upon Tyne,0.59476688,0.66729248,0.79157888,1.22451624
E08000022,North Tyneside,0.24262824,0.73784496,0.53255896,1.118848
E08000023,South Tyneside,1.11579928,1.26864112,0.92876216,1.32372824
E08000024,Sunderland,2.27915184,2.37729848,1.76395456,1.94522824
E08000025,Birmingham,-0.14262216,0.32774024,1.42830016,1.95647104
E08000026,Coventry,1.92150432,2.35209488,-0.80211936,-0.1593584
E08000027,Dudley,-0.59311336,-0.19378448,-0.2277668,0.212852
E08000028,Sandwell,0.07063488,0.7782824,1.39362352,2.08505112
E08000029,Solihull,0.81171312,1.43259432,1.0180332,1.8889496
E08000030,Walsall,-0.99389952,-0.48120656,-0.40913456,0.2335428
E08000031,Wolverhampton,-0.36525432,0.05098808,1.33990552,1.88423232
E08000032,Bradford,-0.41542576,0.22218312,1.25638208,1.87433168
E08000033,Calderdale,-0.06633112,0.57617776,0.32821184,0.89404136
E08000034,Kirklees,-1.62136824,-1.15760616,-1.28181688,-0.7294144
E08000035,Leeds,1.68232232,2.15732848,2.42575512,3.1661628
E08000036,Wakefield,0.63811048,1.02628,1.17761616,1.61337968
E09000001,City of London,6.17220336,4.43661016,-8.13698632,-8.01826488
E09000002,Barking and Dagenham,-0.67774368,0.9324892,-0.03604336,1.84058736
E09000003,Barnet,-4.8969376,-3.59004,-3.79698232,-2.48960336
E09000004,Bexley,-0.98725416,-0.12758784,-1.64564592,-0.55835008
E09000005,Brent,-5.36349472,-4.45736872,4.22478176,5.39140528
E09000006,Bromley,-0.46206752,0.348296,-0.87964856,0.42061584
E09000007,Camden,-5.061678,-4.3979704,-9.3331508,-8.23333704
E09000008,Croydon,-2.094348,-0.70229896,-0.48565952,1.08444952
E09000009,Ealing,-1.65129752,-0.76891936,4.62007992,5.75201352
E09000010,Enfield,-4.28590632,-2.64067128,-1.70871992,-0.36464056
E09000011,Greenwich,-2.94189512,-1.93214096,-3.44770616,-1.86664632
E09000012,Hackney,-3.33877448,-2.4782556,-3.94157816,-2.41865512
E09000013,Hammersmith and Fulham,-4.75985384,-4.22591552,1.64138008,2.89526784
E09000014,Haringey,-7.54728824,-6.3987196,-2.2082796,-1.16629528
E09000015,Harrow,-5.7379024,-4.95984208,1.68688544,2.61854088
E09000016,Havering,-0.04889728,0.79415928,-0.62211696,0.4088564
E09000017,Hillingdon,-1.06097776,-0.07446992,-0.5779636,0.73944952
E09000018,Hounslow,-0.20538912,0.86534336,3.2667336,4.42013616
E09000019,Islington,-3.41773192,-2.30772592,-5.69681848,-4.46287088
E09000020,Kensington and Chelsea,-17.5396,-16.82657944,-13.82275176,-11.41581752
E09000021,Kingston upon Thames,-2.19367736,-1.13407472,-4.18199104,-2.93214232
E09000022,Lambeth,-1.30180872,-0.15916272,-3.2721904,-1.32909616
E09000023,Lewisham,-1.40725304,-0.3270928,-3.18251072,-1.88964936
E09000024,Merton,-1.15978024,0.2848372,2.2995136,4.0687312
E09000025,Newham,-1.11044728,-0.2439088,-0.97158496,0.33411752
E09000026,Redbridge,-2.5794888,-0.78402696,-1.800312,0.01132104
E09000027,Richmond upon Thames,-2.48013264,-1.06101928,-2.05248296,-0.94571968
E09000028,Southwark,-2.49782328,-1.14359848,-4.4096976,-2.85890952
E09000029,Sutton,-1.02700032,0.11275544,-1.00047464,0.15988408
E09000030,Tower Hamlets,-3.1037088,-1.71431272,-6.98776568,-5.60609136
E09000031,Waltham Forest,-1.47764368,-0.38350584,-0.4257108,0.75141056
E09000032,Wandsworth,-2.8771804,-1.26803368,0.0607864,1.83986976
E09000033,Westminster,-13.32057104,-12.19566448,-16.47650216,-14.17158136
W06000001,Isle of Anglesey,-1.1756104,-0.64572552,-1.63363296,-1.78567856
W06000002,Gwynedd,-2.4832204,-1.91673368,-3.4633416,-3.42166952
W06000003,Conwy,-0.86715032,-0.38046312,-0.71314256,0.228536
W06000004,Denbighshire,1.34422944,1.81364288,1.57565136,1.15406952
W06000005,Flintshire,-0.5062096,-0.12694584,-0.03582696,-0.55973104
W06000006,Wrexham,-0.61878912,-0.12577496,-0.56905752,-0.83075368
W06000008,Ceredigion,-1.19596424,-0.72495456,-0.187562,-0.10396288
W06000009,Pembrokeshire,-1.66613576,-1.12251816,-1.87779432,-1.94647832
W06000010,Carmarthenshire,-1.77606552,-1.23323376,-1.21216704,-1.16117392
W06000011,Swansea,-0.24734024,0.05589424,-0.28880032,-0.22575936
W06000012,Neath Port Talbot,0.0360484,0.34331816,-0.17476168,-0.11858832
W06000013,Bridgend,-0.859906,-0.47363808,-0.89012752,-0.98246208
W06000014,The Vale of Glamorgan,-0.44199592,0.06965552,-0.45143896,-0.26459336
W06000015,Cardiff,-0.04900456,0.78846544,0.1921828,0.18971888
W06000016,Rhondda Cynon Taf,1.08971464,1.37707432,0.76458128,1.68686368
W06000018,Caerphilly,-0.5910316,-0.29887144,-0.53773232,-0.70424728
W06000019,Blaenau Gwent,-0.61993296,-0.3323116,-0.62233984,-0.72357072
W06000020,Torfaen,0.49278064,0.70183912,0.4634348,0.24042856
W06000021,Monmouthshire,-2.0700152,-1.42264272,-1.80976688,-2.13158008
W06000022,Newport,0.86896856,1.11818632,1.42005424,2.72154512
W06000023,Powys,-1.6815064,-1.1334376,-1.17247928,-1.41614272
W06000024,Merthyr Tydfil,0.2448896,0.68841192,0.88058792,1.79893464
